Sentence;Word;Tag
85;yurisprudensi;
85;tentu;
85;jadi;
85;ancaman;
85;kasus;
85;karhutla;
85;mudah;
85;sekali;
85;"dilepaskan.""

Jaksa";
85;harus;
85;ajukan;
85;Peninjauan;
85;"Kembali

Direktur";
85;Eksekutif;
85;Indonesian;
85;Center;
85;for;
85;Enviromental;B-org
85;Law;I-org
85;(ICEL),;I-org
85;Raynaldo;B-per
85;Sembiring,;I-per
85;mendesak;
85;jaksa;
85;mengajukan;
85;Peninjauan;
85;Kembali;
85;atas;
85;vonis;
85;bebas;
85;Mahkamah;
85;Agung;
85;terhadap;
85;PT;B-org
85;Kumai;I-org
85;Sentosa;I-org
85;agar;
85;tidak;
85;menjadi;
85;preseden;
85;buruk;
85;di;
85;kemudian;
85;hari.;
86;"
Dia";
86;juga;
86;mengatakan;
86;dalam;
86;memutus;
86;perkara;
86;itu,;
86;hakim;
86;tidak;
86;jeli;
86;dalam;
86;menggali;
86;fakta-fakta;
86;di;
86;lapangan.;
87;"
Sumber";
87;gambar,;
87;Getty;
87;Images;
87;Keterangan;
87;gambar,;
87;Putusan;
87;bebas;
87;perusahaan;
87;pembakar;
87;lahan;
87;dan;
87;hutan;
87;di;
87;Kalimantan;B-geo
87;Tengah;I-geo
87;oleh;
87;hakim;
87;kasasi;
87;di;
87;Mahkamah;
87;Agung;
87;dikhawatirkan;
87;bakal;
87;menjadi;
87;preseden;
87;buruk;
87;dalam;
87;memutus;
87;perkara;
87;karhutla;
87;di;
87;masa;
87;mendatang.;
88;"
""Hakim";
88;melihat;
88;kasus;
88;ini;
88;sangat;
88;sempit;
88;pada;
88;lahan;
88;yang;
88;terbakar;
88;dan;
88;seolah-olah;
88;lahan;
88;yang;
88;terbakar;
88;tidak;
88;mungkin;
88;dilakukan;
88;korporasi;
88;dan;
88;ketika;
88;sudah;
88;pasang;
88;papan;
88;peringatan;
88;dianggap;
88;punya;
88;niat;
88;"baik.""

""Padahal";
88;kalau;
88;melihat;
88;kasus-kasus;
88;yang;
88;sudah;
88;inkrah,;
88;kita;
88;lihat;
88;korporasi;
88;sering;
88;melakukan;
88;pembakaran;
88;untuk;
88;menghemat;
88;biaya;
88;dan;
88;meski;
88;ada;
88;papan;
88;tidak;
88;serta;
88;merta;
88;menunjukkan;
88;korporasi;
88;tidak;
88;akan;
88;membakar;
88;"lahannya.""

""Fakta";
88;di;
88;kasus-kasus;
88;lain;
88;menunjukkan;
88;[papan;
88;peringatan];
88;itu;
88;syarat;
88;pelengkap.;
89;Bahkan;
89;enggak;
89;dipakai.;
90;Itu;
90;pengetahuan;
90;"umum.""

Raynaldo";
90;menilai;
90;jika;
90;jaksa;
90;mengajukan;
90;Peninjauan;
90;Kembali;
90;maka;
90;besar;
90;kemungkinan;
90;putusan;
90;itu;
90;bisa;
90;dikoreksi.;
91;Sebab;
91;dari;
91;tiga;B-qty
91;hakim;I-qty
91;yang;
91;mengadili,;
91;satu;
91;di;
91;antaranya;
91;mengajukan;
91;pendapat;
91;berbeda;
91;atau;
91;dissenting;
91;opinion.;
92;"
Selain";
92;itu,;
92;dalam;
92;gugatan;
92;perdatanya;
92;PT;B-org
92;Kumai;I-org
92;Sentosa;I-org
92;diputus;
92;bersalah;
92;dan;
92;harus;
92;membayar;
92;Rp175;B-qty
92;miliar.;I-qty
93;Meskipun;
93;belakangan;
93;perusahaan;
93;pemilik;
93;konsesi;
93;2.688;B-qty
93;hektar;I-qty
93;ini;
93;melakukan;
93;banding.;
94;"
Apa";
94;kata;
94;KLHK?;
95;"
Menanggapi";
95;putusan;
95;tersebut,;
95;Direktur;B-org
95;Jenderal;I-org
95;Penegakan;I-org
95;Hukum;I-org
95;Lingkungan;I-org
95;Hidup;I-org
95;dan;I-org
95;Kehutanan;I-org
95;(Gakkum);I-org
95;KLHK;
95;Rasio;B-per
95;Ridho;I-per
95;Sani;I-per
95;mengatakan;
95;akan;
95;mempelajari;
95;putusan;
95;MA;
95;atas;
95;PT;B-org
95;Kumai;I-org
95;Sentosa.;I-org
96;"
Dan,";
96;akan;
96;segera;
96;berkonsultasi;
96;dengan;
96;kejaksaan;
96;untuk;
96;langkah;
96;hukum;
96;selanjutnya.;
97;"
Dia";
97;pun;
97;menegaskan;
97;KLHK;B-org
97;tidak;
97;akan;
97;berhenti;
97;menegakkan;
97;keadilan;
97;lingkungan;
97;dan;
97;menindak;
97;pelaku;
97;kejahatan;
97;lingkungan;
97;hidup;
97;termasuk;
97;karhutla.;
98;"

Indonesia";B-geo
98;pernah;
98;mengalami;
98;kebakaran;
98;hutan;
98;dan;
98;lahan;
98;parah;
98;pada;
98;tahun;B-tim
98;2019.;I-tim
99;Namun;
99;sayangnya;
99;setelah;
99;peristiwa;
99;tersebut,;
99;masih;
99;saja;
99;peristiwa;
99;kebakaran;
99;hutan;
99;dan;
99;lahan;
99;itu;
99;terjadi.;
100;Hingga;
100;kini.;
101;"
Kebakaran";
101;hutan;
101;dan;
101;lahan;
101;hanya;
101;menguntungkan;
101;kalangan;
101;tertentu.;
102;Yang;
102;dirugikan;
102;sangat;
102;banyak,;
102;bukan;
102;hanya;
102;generasi;
102;masa;
102;kini;
102;juga;
102;generasi;
102;masa;
102;depan;
102;karena;
102;alam;
102;makin;
102;rusak,;
102;flora;
102;fauna;
102;berkurang,;
102;dan;
102;sumber;
102;daya;
102;alam;
102;juga;
102;makin;
102;terbatas.;
103;"
Namun";
103;entah;
103;kenapa,;
103;dan;
103;seharusnya;
103;menjadi;
103;perhatian;
103;pemerintah,;
103;baik;
103;pemerintah;
103;pusat;
103;dan;
103;daerah,;
103;sejumlah;
103;peristiwa;
103;kebakaran;
103;masih;
103;berulang;
103;terjadi.;
104;Rupanya;
104;peristiwa;
104;kebakaran;
104;hutan;
104;pada;
104;tahun;B-tim
104;2019;I-tim
104;masih;
104;tidak;
104;membuat;
104;jera;
104;dan;
104;masih;
104;saja;
104;ada;
104;'oknum';
104;yang;
104;tega;
104;membakar;
104;hutan.;
105;"
Ya,";
105;memang;
105;kebakaran;
105;hutan;
105;dan;
105;lahan;
105;ada;
105;faktor;
105;alam.;
106;Tapi;
106;sebagian;
106;besar;
106;atau;
106;hampir;
106;90;B-qty
106;persen;I-qty
106;penyebab;
106;kebakaran;
106;hutan;
106;dan;
106;lahan,;
106;rata-rata;
106;adalah;
106;ulah;
106;manusia;
106;seperti;
106;yang;
106;disampaikan;
106;oleh;
106;Wamen;
106;KLH.;
107;Baik;
107;yang;
107;disengaja;
107;maupun;
107;tak;
107;sengaja.;
108;"
Berdasarkan";
108;data;
108;dari;
108;katadata;
108;yang;
108;bersumber;
108;dari;
108;Kementerian;B-org
108;Lingkungan;I-org
108;Hidup;I-org
108;dan;I-org
108;Kehutanan,;I-org
108;pada;
108;tahun;B-tim
108;2020;I-tim
108;terjadi;
108;karhutla;
108;sebesar;
108;296;B-qty
108;ribu;I-qty
108;hektar.;I-qty
109;"
Angka";
109;ini;
109;memang;
109;lebih;
109;kecil;
109;dibandingkan;
109;karhutla;
109;tahun;B-tim
109;2019,;I-tim
109;yakni;
109;yang;
109;mencapai;
109;1,65;B-qty
109;juta;I-qty
109;hektar.;I-qty
110;Tapi;
110;bukan;
110;berarti;
110;angka;
110;ini;
110;tidak;
110;berarti.;
111;Sangatlah;
111;berarti.;
112;"
Berapa";
112;banyak;
112;flora;
112;dan;
112;fauna;
112;yang;
112;menderita,;
112;kemudian;
112;hangus;
112;terbakar;
112;karena;
112;api;
112;yang;
112;meluas.;
113;Berapa;
113;banyak;
113;manusia;
113;yang;
113;menderita;
113;ISPA;
113;karena;
113;asap;
113;kebakaran.;
114;Belum;
114;lagi;
114;masalah;
114;kerusakan;
114;ekologi.;
115;Banjir;
115;kemudian;
115;bisa;
115;terjadi.;
116;"
Kebakaran";
116;hutan;
116;dan;
116;lahan;
116;tidak;
116;boleh;
116;dipandang;
116;enteng.;
117;Pelaku;
117;pembakaran;
117;terutama;
117;yang;
117;disengaja;
117;perlu;
117;dihukum;
117;berat,;
117;selain;
117;dampak;
117;yang;
117;diakibatkannya;
117;besar,;
117;juga;
117;sebagai;
117;efek;
117;jera,;
117;agar;
117;tidak;
117;terus;
117;berulang.;
118;"
Jika";
118;hukuman;
118;ringan;
118;dan;
118;tak;
118;ada;
118;efek;
118;jera,;
118;hutan;
118;Indonesia;
118;akan;
118;lama-kelamaan;
118;habis.;
119;Hewan-hewan;
119;liar;
119;akan;
119;kehilangan;
119;habitatnya;
119;dan;
119;kita;
119;hanya;
119;bisa;
119;menjumpai;
119;mereka;
119;di;
119;kebun;
119;binatang.;
120;"
Hingga";
120;Juli;B-tim
120;2021;I-tim
120;dilansir;
120;dari;
120;Katadata;
120;sudah;
120;160.104;B-qty
120;hektar;I-qty
120;lahan;
120;dan;
120;hutan;
120;yang;
120;terbakar.;
121;Berita;
121;kebakaran;
121;hutan;
121;ini;
121;seolah-olah;
121;teredam;
121;selama;
121;pandemi;
121;ini.;
122;"
Lihat";
122;Nature;
122;"Selengkapnya

Beri";
122;Komentar;
122;Berkomentarlah;
122;secara;
122;bijaksana;
122;dan;
122;bertanggung;
122;jawab.;
123;Komentar;
123;sepenuhnya;
123;menjadi;
123;tanggung;
123;jawab;
123;komentator;
123;seperti;
123;diatur;
123;dalam;
123;UU;
123;ITE;
123;KIRIM;
123;Belum;
123;ada;
123;komentar.;
124;Jadilah;
124;yang;
124;pertama;
124;untuk;
124;memberikan;
124;komentar!;
125;Lihat;
125;Semua;
125;Komentar;
125;(0);
126;Ilustrasi.;
127;Kebakaran;
127;lahan;
127;gambut;
127;di;
127;Kampar,;B-geo
127;Riau.;I-geo
128;Dituntut;
128;waspada;
128;menghadapi;
128;musim;
128;panas;
128;pada;
128;2022;B-tim
128;yang;
128;akan;
128;panjang.;
129;ANTARA;
129;FOTO/;
129;Ronny;
129;"Muharman

Memutus";
129;Siklus;
129;Empat;
129;Tahunan;
129;Kebakaran;
129;"Hutan

Indonesia";
129;mengalami;
129;bencana;
129;karhutla;
129;pada;B-tim
129;2015;I-tim
129;dan;
129;2019.;
130;Kemarau;
130;2022;
130;diperkirakan;
130;akan;
130;panjang;
130;dan;
130;kerontang.;
131;Pemerintah;B-org
131;pusat,;I-org
131;pemprov,;B-org
131;pemkab,;B-org
131;dan;
131;TNI-Polri;B-org
131;telah;
131;siaga.;
132;"
Hujan";
132;sudah;
132;mulai;
132;surut;
132;di;
132;Provinsi;B-geo
132;Riau.;I-geo
133;Langit;
133;cerah;
133;dengan;
133;hiasan;
133;awan;
133;terserak;
133;tipis-tipis.;
134;Ada;
134;isyarat;
134;yang;
134;cukup;
134;jelas;
134;bahwa;
134;kemarau;
134;akan;
134;datang;
134;lebih;
134;cepat;
134;dan;
134;diperkirakan;
134;akan;
134;memasuki;
134;puncaknya;
134;di;
134;akhir;B-tim
134;Mei;I-tim
134;nanti.;
135;Tak;
135;mau;
135;ambil;
135;risiko,;
135;Gubernur;
135;Riau;
135;H;B-per
135;Syamsuar;I-per
135;menetapkan;
135;status;
135;siaga;
135;darurat;
135;penanggulangan;
135;kebakaran;
135;hutan;
135;dan;
135;lahan;
135;(karhutla),;
135;yang;
135;berlaku;
135;selama;B-qty
135;255;I-qty
135;hari,;I-qty
135;dari;
135;21;B-tim
135;Maret;I-tim
135;hingga;
135;akhir;
135;November;B-tim
135;2022.;I-tim
136;"
Riau";B-geo
136;tak;
136;mau;
136;kecolongan.;
137;Di;
137;beberapa;
137;tempat,;
137;karhutla;
137;sudah;
137;terjadi;
137;dan;
137;menghasilkan;
137;awan;
137;hitam;
137;yang;
137;terbang;
137;ke;
137;langit.;
138;Salah;
138;satunya;
138;muncul;
138;dari;
138;kawasan;
138;hutan;
138;di;
138;Desa;B-geo
138;Rambah;I-geo
138;Samo;I-geo
138;Barat,;I-geo
138;Kecamatan;B-geo
138;Samo;I-geo
138;Barat,;I-geo
138;Kabupaten;B-geo
138;Rokan;I-geo
138;Hulu.;I-geo
139;Api;I-geo
139;mulai;
139;terlihat;
139;sejak;
139;Minggu;B-tim
139;(27/3/2022),;I-tim
139;menjilami;
139;dari;
139;atas;
139;bukit,;
139;dan;
139;mulai;
139;merembet;
139;ke;
139;bawah.;
140;"
Petugas";
140;lapangan;
140;langsung;
140;dikirim;
140;ke;
140;lokasi.;
141;Namun;
141;bukan;
141;hanya;
141;lantaran;
141;medan;
141;yang;
141;terjal,;
141;para;
141;petugas;
141;pemadam;
141;api,;
141;yang;
141;terdiri;
141;dari;
141;personel;
141;TNI-Polri,;B-org
141;aparatur;B-org
141;Dinas;I-org
141;Kehutanan;I-org
141;dengan;
141;dibantu;
141;warga;
141;desa;
141;setempat;
141;kesulitan;
141;menghadapi;
141;kobaran;
141;api;
141;karena;
141;tak;
141;ada;
141;sumber;
141;air;
141;di;
141;area;
141;perbukitan;
141;itu.;
142;Pompa-pompa;
142;dan;
142;kanon;
142;air;
142;yang;
142;disiapkan;
142;tak;
142;dapat;
142;beroperasi.;
143;Petugas;
143;mencoba;
143;menahan;
143;api;
143;hanya;
143;dengan;
143;pukulan;
143;ranting;
143;pohon.;
144;"
Tidak";
144;mudah;
144;mengerahkan;
144;tenaga;
144;bantuan.;
145;Lokasi;
145;kebakaran;
145;di;
145;daerah;
145;terpencil,;
145;yang;
145;hanya;
145;bisa;
145;didekati;
145;dengan;
145;sepeda;
145;motor;
145;sejauh;
145;30;B-qty
145;km.;I-qty
146;Bantuan;
146;udara;
146;diperlukan.;
147;Hanya;
147;heli-heli;
147;pembawa;
147;bom;
147;air;
147;yang;
147;bisa;
147;efektif;
147;melawan;
147;api;
147;di;
147;sana.;
148;Bantuan;
148;heli;
148;dari;
148;Badan;B-org
148;Nasional;I-org
148;Penanggulangan;I-org
148;Bencana;I-org
148;(BNPB);I-org
148;masih;
148;ditunggu.;
149;Data;
149;sementara,;
149;api;
149;telah;
149;melahap;
149;area;
149;vegetasi;
149;seluas;
149;70;B-qty
149;hektare;I-qty
149;(ha).;I-qty
150;"
Seperti";
150;biasanya,;
150;karhutla;
150;kali;
150;ini;
150;terjadi;
150;di;
150;area;
150;hutan;
150;kritis,;
150;yang;
150;telah;
150;kehilangan;
150;kerimbunannya.;
151;Kawasan;
151;hutan;
151;tanpa;
151;tegakan;
151;pohon-pohon;
151;besar;
151;itu;
151;banyak;
151;terdapat;
151;di;
151;Provinsi;B-geo
151;Sumatra;I-geo
151;Utara,;I-geo
151;Riau,;B-geo
151;Jambi,;B-geo
151;Sumatra;B-geo
151;Selatan,;I-geo
151;Kalimantan;B-geo
151;dan;
151;sebagian;
151;Sulawesi.;B-geo
152;Sebagian;
152;terjadi;
152;karena;
152;sengaja,;
152;karena;
152;membakar;
152;menjadi;
152;cara;
152;mudah;
152;untuk;
152;membuka;
152;lahan;
152;(land;
152;clearing);
152;perkebunan.;
153;"
Karhutla";
153;selalu;
153;terjadi;
153;setiap;
153;tahunnya.;
154;Sampai;
154;pertengahan;
154;Maret;B-tim
154;2022,;I-tim
154;di;
154;Provinsi;B-geo
154;Riau;I-geo
154;terjadi;
154;beberapa;
154;kasus;
154;karhutla;
154;dengan;
154;luas;
154;area;
154;421;B-qty
154;ha.;I-qty
155;Secara;
155;nasional,;
155;10.078;B-qty
155;ha;I-qty
155;lahan;
155;terbakar;
155;di;
155;sepanjang;
155;2022;B-tim
155;ini.;
156;Provinsi;B-geo
156;Sumatra;I-geo
156;Barat,;I-geo
156;Lampung,;B-geo
156;Kalimantan;B-geo
156;Barat,;I-geo
156;dan;
156;Sulawesi;B-geo
156;Tenggara;I-geo
156;mencatat;
156;karhutla;
156;di;
156;atas;
156;1.000;B-qty
156;ha.;I-qty
157;Pada;
157;akhir;
157;Maret;B-tim
157;2022,;I-tim
157;citra;
157;satelit;
157;menunjukkan;
157;ada;
157;titik-titik;
157;api;
157;di;
157;Aceh,;B-geo
157;Riau,;B-geo
157;Sumatra;B-geo
157;Barat,;I-geo
157;Jambi,;B-geo
157;Sumatra;B-geo
157;Selatan,;I-geo
157;dan;
157;Kalimantan;B-geo
157;Barat.;I-geo
158;"
Riau";B-geo
158;termasuk;
158;yang;
158;secara;
158;dini;
158;menyiapkan;
158;diri;
158;menghadapi;
158;bahaya;
158;laten;
158;karhutla.;
159;Masing-masing;
159;kabupaten;
159;pun;
159;berhitung;
159;dengan;
159;risiko;
159;yang;
159;ada;
159;dan;
159;tiga;B-qty
159;di;
159;antaranya;
159;telah;
159;mencanangkan;
159;status;
159;siaga,;
159;yakni;
159;Kepulauan;B-geo
159;Meranti,;I-geo
159;Bengkalis,;I-geo
159;dan;
159;Pelalawan.;B-geo
160;Mereka;
160;telah;
160;siap;
160;bekerja;
160;sama;
160;dengan;
160;pemerintah;
160;provinsi,;
160;pemerintah;
160;pusat,;
160;dan;
160;TNI-Polri.;B-org
161;"
Pemprov";
161;Riau;B-geo
161;menyatakan,;
161;siap;
161;menjalin;
161;kerja;
161;sama;
161;di;
161;lapangan.;
162;“Semua;
162;pihak;
162;telah;
162;memberikan;
162;paparan;
162;dan;
162;masukan;
162;hingga;
162;sampai;
162;pada;
162;kesimpulan;
162;penetapan;
162;status;
162;siaga;
162;daruratnya,;
162;sebelum;
162;kebakaran;
162;meluas.;
163;Sekarang;
163;seluruh;
163;sumber;
163;daya;
163;bisa;
163;kita;
163;kerahkan;
163;untuk;
163;operasi;
163;pencegahan;
163;dan;
163;pemadaman.;
164;Kita;
164;sedia;
164;payung;
164;sebelum;
164;hujan,”;
164;kata;
164;Edy;B-pre
164;Afrizal,;I-per
164;Kepala;
164;Pelaksana;
164;BPBD;B-org
164;Riau.;B-geo
165;"
Mengantisipasi";
165;karhutla;
165;di;
165;wilayah-wilayah;
165;rawan,;
165;Kementerian;B-org
165;Lingkungan;I-org
165;Hidup;I-org
165;dan;I-org
165;Kehutanan;I-org
165;(KLHK);I-org
165;menggelar;
165;Rapat;
165;Koordinasi;
165;Teknis;
165;Pengendalian;
165;Karhutla;
165;dan;
165;Antisipasi;
165;di;
165;Musim;
165;Kemarau;
165;2022;
165;secara;
165;daring,;
165;Selasa;B-tim
165;(8/3/2021).;I-tim
166;Rapat;
166;dipimpin;
166;langsung;
166;oleh;
166;Menteri;B-org
166;LHK;I-org
166;Siti;B-per
166;Nurbaya;I-per
166;dan;
166;dilaksanakan;
166;untuk;
166;menentukan;
166;langkah;
166;menghadapi;
166;kemarau;
166;yang;
166;diprediksi;
166;mulai;
166;April;B-tim
166;2022.;I-tim
167;"
Menteri";
167;Siti;B-per
167;Nurbaya;I-per
167;menekankan;
167;perlunya;
167;perhatian;
167;dan;
167;antisipasi;
167;karhutla;
167;untuk;
167;Jawa,;
167;Bali,;
167;dan;
167;Nusa;
167;Tenggara;
167;yang;
167;diperkirakan;
167;akan;
167;mengalami;
167;kemarau;
167;kering,;
167;utamanya;
167;di;
167;periode;
167;Juli--Oktober;B-tim
167;2022.;I-tim
168;Hal;
168;itu;
168;dinilai;
168;sangat;
168;penting;
168;mengingat,;
168;akan;
168;ada;
168;empat;
168;puluh;
168;event;
168;internasional;
168;G20;
168;di;
168;Jakarta,;B-geo
168;Yogyakarta,;B-geo
168;dan;
168;Bali.;B-geo
169;Kejadian;
169;karhutla;
169;harus;
169;direspons;
169;secara;
169;cepat.;
170;"
Direktur";
170;Jenderal;
170;Pengendalian;B-org
170;Perubahan;I-org
170;Iklim;I-org
170;Kementerian;I-org
170;LHK;I-org
170;Laksmi;B-per
170;Dhewanthi;I-per
170;mengakui;
170;bahwa;
170;kemarau;
170;2022;
170;akan;
170;lebih;
170;kering;
170;kerontang.;
171;Fenomena;
171;iklim;
171;La;
171;Nina;
171;bakal;
171;netral,;
171;katanya,;
171;dan;
171;fenomena;
171;Indian;
171;Ocean;
171;Dipole;
171;(IOD);
171;akan;
171;absen.;
172;Dalam;
172;kondisi;
172;ini,;
172;tak;
172;akan;
172;banyak;
172;pasokan;
172;udara;
172;basah;
172;ke;
172;langit;
172;Indonesia;
172;untuk;
172;berproses;
172;menjadi;
172;awan;
172;hujan.;
173;"
Menurut";
173;Laksmi;B-per
173;Dhewanti,;I-per
173;sejumlah;
173;kasus;
173;karhutla;
173;telah;
173;terjadi,;
173;dan;
173;sejauh;
173;ini;
173;dapat;
173;diatasi.;
174;Namun,;
174;ada;
174;potensi;
174;muncul;
174;karhutla;
174;baru;
174;di;
174;sepanjang;
174;kemarau;
174;2022.;B-tim
175;Sesuai;
175;arahan;
175;Presiden;B-per
175;Joko;I-per
175;Widodo,;I-per
175;katanya,;
175;pihaknya;
175;akan;
175;konsisten;
175;cepat;
175;memadamkan;
175;api;
175;sebelum;
175;membesar.;
176;"
Laksmi";B-per
176;Dhewanti;I-per
176;juga;
176;menyatakan;
176;kesiapannya;
176;mengajak;
176;tim;B-org
176;modifikasi;I-org
176;cuaca;I-org
176;(TMC);I-org
176;dari;
176;BRIN;
176;untuk;
176;kembali;
176;beraksi;
176;menyemai;
176;awan;
176;(cloud;
176;seeding),;
176;untuk;
176;mendatangkan;
176;hujan;
176;di;
176;atas;
176;lahan-lahan;
176;gambut;
176;di;
176;daerah;
176;potensial;
176;karhutla.;
177;Sekali;
177;lahan;
177;gambut;
177;terbakar,;
177;eskalasinya;
177;sulit;
177;untuk;
177;dikendalikan.;
178;"
‘’Kita";
178;harus;
178;menyiapkan;
178;upaya;
178;yang;
178;lebih;
178;intensif;
178;dibandingkan;
178;selama;
178;tiga;
178;tahun;
178;terakhir,’’;
178;ujar;
178;Laksmi.;B-per
179;"
Kewaspadaan";
179;dan;
179;kesiagaan;
179;itu;
179;memang;
179;perlu;
179;terus;
179;dicanangkan.;
180;Pemerintahan;
180;Presiden;B-per
180;Joko;I-per
180;Widodo;I-per
180;punya;
180;pengalaman;
180;buruk;
180;dengan;
180;kemarau;
180;panjang;
180;yang;
180;meranggas.;
181;Pada;
181;2015,;B-tim
181;skala;
181;karhutla;
181;mencapai;
181;2,6;B-qty
181;juta;I-qty
181;hektare.;I-qty
182;Berselang;
182;4;
182;tahun,;
182;yakni;
182;2019,;B-tim
182;karhutla;
182;kembali;
182;muncul;
182;dalam;
182;skala;
182;besar;
182;hingga;
182;1,65;B-qty
182;juta;I-qty
182;ha.;I-qty
183;Tahun;
183;berikutnya;
183;menyusut;
183;menjadi;
183;297;B-qty
183;ribu;I-qty
183;ha;I-qty
183;(2020),;
183;dan;
183;359;B-qty
183;ribu;I-qty
183;hektare;I-qty
183;pada;
183;2021.;B-tim
184;"
Tak";
184;heran,;
184;kini;
184;semua;
184;kekuatan;
184;disiapkan;
184;untuk;
184;menghadapi;
184;karhutla.;
185;“Kutukan”;
185;siklus;
185;4;
185;tahunan;
185;itu;
185;harus;
185;diakhiri;
185;untuk;
185;selama-lamanya.;
186;"
Penulis:";
186;Putut;
186;"Trihusodo

Redaktur:";
186;Ratna;
186;Nuraini/Elvira;
186;Inda;
186;"Sari

Anda";
186;dapat;
186;menyiarkan;
186;ulang,;
186;menulis;
186;ulang,;
186;dan;
186;atau;
186;menyalin;
186;konten;
186;ini;
186;dengan;
186;mencantumkan;
186;sumber;
186;Indonesia.go.id;
187;BADAN;B-org
187;Meteorologi,;I-org
187;Klimatologi;I-org
187;dan;I-org
187;Geofisika;I-org
187;(BMKG);I-org
187;memperkirakan;
187;musim;
187;kemarau;
187;tahun;
187;ini;
187;sudah;
187;dimulai;
187;per;
187;Juni;B-tim
187;ini.;
188;Meski;
188;masih;
188;tercatat;
188;masih;
188;ada;
188;potensi;
188;hujan,;
188;namun...;
189;JavaScript;
189;is;
189;disabled;
189;for;
189;your;
189;browser.;
190;Some;
190;features;
190;of;
190;this;
190;site;
190;may;
190;not;
190;work;
190;without;
190;it.;
191;Kebakaran;
191;hutan;
191;dan;
191;lahan;
191;adalah;
191;suatu;
191;peristiwa;
191;terbakarnya;
191;hutan;
191;atau;
191;lahan;
191;baik;
191;secara;
191;alami;
191;maupun;
191;oleh;
191;perbuatan;
191;manusia,;
191;sehingga;
191;mengakibatkan;
191;kerusakan;
191;lingkungan;
191;yang;
191;menimbulkan;
191;kerugian;
191;ekologi,;
191;ekonomi,;
191;sosial;
191;budaya;
191;dan;
191;politik.;
192;Kebakaran;
192;hutan;
192;dan;
192;lahan;
192;adalah;
192;kejadian;
192;berulang;
192;setiap;
192;tahun;
192;yang;
192;pada;
192;umumnya;
192;terjadi;
192;pada;
192;musim;
192;kemarau,;
192;baik;
192;di;
192;dalam;
192;kawasan;
192;hutan;
192;yang;
192;menjadi;
192;kewenangan;
192;pemerintah;
192;maupun;
192;pada;
192;lahan-lahan;
192;milik;
192;masyarakat,;
192;namun;
192;demikian;
192;kebakaran;
192;hutan;
192;dan;
192;lahan;
192;adalah;
192;tanggung;
192;jawab;
192;kita;
192;bersama.;
193;"
Musim";
193;kemarau;
193;tahun;
193;ini;
193;diprediksi;
193;cenderung;
193;lebih;
193;basah;
193;dibandingkan;
193;tahun;
193;sebelumnya;
193;dengan;
193;puncak;
193;musim;
193;kemarau;
193;pada;
193;bulan;
193;Agustus;
193;2020,;B-tim
193;namun;I-tim
193;musim;
193;kemarau;
193;masih;
193;akan;
193;berlangsung;
193;sampai;
193;pertengahan;
193;bulan;
193;Oktober;B-tim
193;2020.;I-tim
194;Walaupun;
194;berada;
194;pada;
194;musim;
194;kemarau;
194;yang;
194;cenderung;
194;lebih;
194;basah;
194;dan;
194;di;
194;tengah;
194;kondisi;
194;pandemi;
194;Covid-19;
194;pada;
194;tahun;
194;ini,;
194;kita;
194;tidak;
194;boleh;
194;mengabaikan;
194;permasalahan;
194;kebakaran;
194;hutan;
194;dan;
194;lahan,;
194;justru;
194;diharapkan;
194;untuk;
194;meningkatkan;
194;kewaspadaan;
194;bersama;
194;dengan;
194;tetap;
194;meningkatkan;
194;kerjasama,;
194;melakukan;
194;pengendalian;
194;kebakaran;
194;hutan;
194;dan;
194;lahan;
194;dengan;
194;memperhatikan;
194;keselamatan;
194;petugas;
194;sesuai;
194;protokol;
194;kesehatan.;
195;"
Presiden";B-per
195;Joko;I-per
195;Widodo;I-per
195;melalui;
195;Instruksi;
195;Presiden;
195;RI;
195;Nomor;
195;3;
195;Tahun;
195;2020;
195;tanggal;
195;28;B-tim
